NATIONAL FOREST,WILDERNESS,LAT,LONG,UTME,UTMN,ZONE,MONITORING SITE NAME,site_rename,DATE,TIME,SAMPLE TYPE,pH,ANC,SPECIFIC CONDUCTIVITY (SC),Na,NH4,K,Mg,Ca,F,Cl,NO3,PO4,SO4,COMMENT,Uncategorized
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE,LOWER SADDLEBAG LAKE,09-18-2017,13:20,DUPLICATE,6.82,76.73,9.27,0.51,0.05,0.27,0.18,1.17,0.03,0.13,0.14,0.0,0.72,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE,LOWER SADDLEBAG LAKE,07-03-2018,1221,DUPLICATE,7.01,83.48,10.25,0.47,0.01,0.24,0.19,1.25,0.0,0.13,0.15,0.0,0.75,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE,LOWER SADDLEBAG LAKE,09-27-2018,1139,DUPLICATE,6.59,90.96,11.43,0.52,0.0,0.26,0.2,1.34,0.0,0.07,0.16,0.0,0.82,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE ,LOWER SADDLEBAG LAKE,08-09-2002,1403,DUPLICATE,6.56,71.6,11.0,0.54,0.0,0.29,0.2,1.39,0.0,0.16,0.03,0.0,1.02,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE ,LOWER SADDLEBAG LAKE,08-25-2005,1140,DUPLICATE,6.69,11.4,48.9,6.7,71.78,10.31,,,,,,,,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE ,LOWER SADDLEBAG LAKE,08-05-2011,1145,DUPLICATE,6.58,76.74,12.48,,,,,,0.01,0.16,0.21,0.0,0.73,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE  ,LOWER SADDLEBAG LAKE,09-28-2009,1250,DUPLICATE,6.89,86.28,11.19,0.62,0.0,0.31,0.19,1.35,0.02,0.21,0.03,0.05,1.28,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE  ,LOWER SADDLEBAG LAKE,07-27-2010,1255,DUPLICATE,6.62,81.8,11.88,0.56,0.04,0.28,0.19,1.13,0.01,0.28,0.21,0.01,0.73,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE  ,LOWER SADDLEBAG LAKE,09-02-2010,1400,DUPLICATE,6.54,82.88,10.67,0.5,0.01,0.28,0.0,1.1,0.01,0.21,0.19,0.0,0.83,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE  ,LOWER SADDLEBAG LAKE,08-12-2012,1013,DUPLICATE,6.11,80.36,11.28,,,,,,,,,,,FILTERED IN FIELD,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE,LOWER SADDLEBAG LAKE,06-28-2016,NA,REGULAR,7.09,92.27,12.54,0.56,0.01,0.28,0.21,1.35,0.01,0.19,0.28,0.0,0.9,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE,LOWER SADDLEBAG LAKE,08-05-2016,1200,REGULAR,7.04,89.24,13.53,0.52,0.1,0.26,0.19,1.31,0.02,0.16,0.06,0.0,0.77,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE,LOWER SADDLEBAG LAKE,08-05-2016,1210,REGULAR,7.14,89.24,12.24,0.54,0.01,0.24,0.19,1.26,0.01,0.15,0.02,0.0,0.75,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE,LOWER SADDLEBAG LAKE,08-05-2016,1215,REGULAR,7.13,92.8,12.87,0.56,0.02,0.24,0.2,1.33,0.01,0.15,0.1,0.0,0.74,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE,LOWER SADDLEBAG LAKE,08-05-2016,1230,REGULAR,7.12,87.37,12.27,0.54,0.02,0.24,0.19,1.28,0.02,0.16,0.03,0.0,0.75,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE,LOWER SADDLEBAG LAKE,10-13-2016,1045,REGULAR,7.11,97.08,13.69,0.59,0.04,0.29,0.2,1.27,0.02,0.21,0.24,0.0,0.98,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE,LOWER SADDLEBAG LAKE,07-19-2017,15:00,REGULAR,6.83,76.63,10.61,0.54,0.04,0.27,0.2,1.21,0.01,0.22,0.33,0.0,0.79,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE,LOWER SADDLEBAG LAKE,09-18-2017,13:20,REGULAR,6.88,74.59,9.27,0.49,0.04,0.26,0.18,1.19,0.03,0.14,0.14,0.0,0.71,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE,LOWER SADDLEBAG LAKE,07-03-2018,1215,REGULAR,6.98,78.98,10.63,0.48,0.06,0.24,0.19,1.24,0.0,0.13,0.16,0.0,0.76,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE,LOWER SADDLEBAG LAKE,08-15-2018,1415,REGULAR,6.81,77.28,10.2,0.49,0.01,0.25,0.18,1.32,0.01,0.12,0.17,0.0,0.8,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE,LOWER SADDLEBAG LAKE,09-27-2018,1135,REGULAR,6.59,88.73,11.26,0.51,0.01,0.27,0.2,1.35,0.0,0.08,0.14,0.0,0.82,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE,LOWER SADDLEBAG LAKE,07-03-2019,1335,REGULAR,6.89,42.61,9.57,0.28,0.02,0.18,0.19,1.27,0.0,0.09,0.84,0.0,0.66,SAMPLE RERUN NA VALUES CONFIRMED,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE,LOWER SADDLEBAG LAKE,08-14-2019,13:45,REGULAR,6.82,82.89,10.52,0.41,0.04,0.24,0.21,1.27,0.0,0.11,0.1,0.0,0.7,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE,LOWER SADDLEBAG LAKE,08-12-2020,1353,REGULAR,6.69,81.38,10.98,0.47,0.03,0.26,0.07,1.21,0.01,0.16,0.86,0.0,0.74,NO3 CONFIRMED,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE,LOWER SADDLEBAG LAKE,09-26-2020,1440,REGULAR,6.67,70.97,9.34,0.42,0.04,0.24,0.07,1.06,0.02,0.13,0.13,0.0,0.69,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE ,LOWER SADDLEBAG LAKE,08-18-2000,1055,REGULAR,6.5,62.7,9.78,0.49,0.0,0.28,0.15,1.03,0.0,0.09,0.0,0.0,0.81,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE ,LOWER SADDLEBAG LAKE,09-14-2000,1408,REGULAR,7.03,61.9,9.61,0.49,0.01,0.24,0.16,1.08,0.02,0.13,0.0,0.07,0.84,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE ,LOWER SADDLEBAG LAKE,09-14-2000,1410,REGULAR,6.99,67.2,9.64,0.49,0.01,0.25,0.16,1.08,0.02,0.13,0.02,0.0,0.82,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE ,LOWER SADDLEBAG LAKE,07-14-2002,1155,REGULAR,6.81,72.7,11.3,0.5,0.03,0.29,0.18,1.25,0.0,0.15,0.12,0.0,0.88,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE ,LOWER SADDLEBAG LAKE,08-09-2002,1400,REGULAR,6.73,74.8,11.5,0.52,0.04,0.33,0.2,1.27,0.0,0.17,0.05,0.0,0.92,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE ,LOWER SADDLEBAG LAKE,10-08-2002,1415,REGULAR,6.68,67.87,11.7,0.53,0.0,0.26,0.18,1.2,0.0,0.17,0.0,0.0,0.96,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE ,LOWER SADDLEBAG LAKE,07-09-2009,910,REGULAR,6.77,66.61,9.7,0.53,0.0,0.29,0.17,1.02,0.02,0.19,0.34,0.04,0.78,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE ,LOWER SADDLEBAG LAKE,08-18-2009,1600,REGULAR,6.82,85.46,11.18,0.6,0.0,0.31,0.2,1.39,0.02,0.18,0.04,0.0,0.87,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE ,LOWER SADDLEBAG LAKE,08-18-2009,1630,REGULAR,6.69,76.24,11.01,0.62,0.0,0.32,0.2,1.4,0.01,0.19,0.05,0.0,0.86,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE ,LOWER SADDLEBAG LAKE,09-28-2009,1250,REGULAR,6.84,87.41,11.32,0.62,0.0,0.32,0.19,1.31,0.02,0.22,0.03,0.0,1.23,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE ,LOWER SADDLEBAG LAKE,07-27-2010,1253,REGULAR,6.57,82.22,11.28,0.57,0.03,0.28,0.2,1.2,0.01,0.29,0.21,0.0,0.74,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE ,LOWER SADDLEBAG LAKE,09-02-2010,1400,REGULAR,6.62,78.1,10.4,0.5,0.01,0.25,0.19,1.09,0.01,0.29,0.22,0.0,0.84,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE ,LOWER SADDLEBAG LAKE,09-02-2010,1400,REGULAR,6.59,80.52,10.68,0.51,0.02,0.29,0.18,1.1,0.01,0.24,0.19,0.0,0.83,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE ,LOWER SADDLEBAG LAKE,09-02-2010,1400,REGULAR,6.47,81.91,11.01,0.49,0.01,0.27,0.18,1.08,0.01,0.2,0.2,0.0,0.83,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE ,LOWER SADDLEBAG LAKE,08-05-2011,1145,REGULAR,6.56,77.49,9.76,,,,,,0.01,0.15,0.05,0.0,0.69,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE ,LOWER SADDLEBAG LAKE,08-05-2011,1145,REGULAR,6.61,77.95,10.21,,,,,,0.01,0.18,0.22,0.0,0.74,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE ,LOWER SADDLEBAG LAKE,08-05-2011,1515,REGULAR,6.81,99.86,10.01,0.4,0.04,0.19,0.02,0.36,0.01,0.14,0.06,0.0,0.68,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE ,LOWER SADDLEBAG LAKE,08-12-2012,1013,REGULAR,6.3,66.74,9.41,,,,,,,,,,,FILTERED IN FIELD,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE ,LOWER SADDLEBAG LAKE,08-12-2012,1013,REGULAR,6.23,86.89,10.6,,,,,,,,,,,FILTERED IN FIELD,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE ,LOWER SADDLEBAG LAKE,08-12-2012,1145,REGULAR,6.4,67.71,9.87,,,,,,,,,,,FILTERED IN FIELD,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE,LOWER SADDLEBAG LAKE,08-19-1986,,,6.7,,10.0,0.4,0.02,0.24,0.15,1.1,0.01,0.19,0.02,0.01,1.0,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE,LOWER SADDLEBAG LAKE,08-19-1986,,,6.8,,10.0,0.4,0.01,0.22,0.21,1.1,0.02,0.2,0.03,0.01,0.93,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE,LOWER SADDLEBAG LAKE,08-19-1986,,,6.9,,10.0,0.4,0.01,0.01,0.11,1.0,0.03,0.19,0.02,0.01,0.79,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE,LOWER SADDLEBAG LAKE,08-19-1986,,,6.8,,10.0,0.6,0.02,0.23,0.22,1.2,0.02,0.21,0.02,0.01,0.93,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE,LOWER SADDLEBAG LAKE,09-09-1986,,,5.0,,11.0,0.5,0.01,0.35,0.19,0.94,0.02,0.2,0.06,0.01,0.95,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE,LOWER SADDLEBAG LAKE,09-23-1986,,,6.6,,11.0,0.7,0.02,0.22,0.12,0.91,0.03,0.22,0.01,0.01,1.0,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE,LOWER SADDLEBAG LAKE,09-23-1986,,,6.7,,13.0,1.3,0.01,0.29,0.17,1.0,0.03,0.25,0.06,0.01,1.2,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE,LOWER SADDLEBAG LAKE,09-23-1986,,,6.7,,13.0,1.3,0.01,0.29,0.17,1.0,0.03,0.25,0.06,0.01,1.2,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE,LOWER SADDLEBAG LAKE,07-10-1987,,,7.3,,14.0,0.9,0.03,0.35,0.15,1.0,0.06,0.28,0.01,0.01,1.0,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE,LOWER SADDLEBAG LAKE,07-30-1987,,,7.1,,13.0,0.2,0.02,0.25,0.18,1.1,0.03,0.23,0.01,0.01,0.91,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE,LOWER SADDLEBAG LAKE,07-30-1987,,,7.9,,13.0,0.5,0.02,0.26,0.16,1.1,0.03,0.21,0.01,0.01,0.91,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE,LOWER SADDLEBAG LAKE,08-20-1987,,,7.9,,13.0,0.5,0.01,0.22,0.12,1.1,0.03,0.23,0.01,0.01,0.96,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE,LOWER SADDLEBAG LAKE,07-13-1989,,,7.6,,12.0,0.4,0.01,0.24,0.19,1.2,0.02,0.2,0.03,0.01,1.2,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE,LOWER SADDLEBAG LAKE,07-27-1989,,,7.7,,12.0,0.5,0.02,0.26,0.15,1.3,0.02,0.19,0.04,0.01,1.2,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE,LOWER SADDLEBAG LAKE,07-27-1989,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE,LOWER SADDLEBAG LAKE,08-16-1989,,,7.7,,12.0,0.7,0.01,0.26,0.24,1.2,0.01,0.19,0.05,0.01,1.2,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE,LOWER SADDLEBAG LAKE,09-22-1989,,,7.4,,12.0,0.5,0.03,0.24,0.16,1.2,0.03,0.17,0.02,0.01,1.3,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE,LOWER SADDLEBAG LAKE,08-14-1990,,,7.0,,12.0,0.5,0.03,0.27,0.19,1.2,0.02,0.19,0.01,0.01,1.2,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE,LOWER SADDLEBAG LAKE,09-06-1990,,,7.4,,12.0,0.5,0.02,0.29,0.16,1.3,0.02,0.19,0.02,0.01,1.1,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE,LOWER SADDLEBAG LAKE,07-02-1991,,,6.49,,10.67,0.43,0.07,0.24,0.17,1.07,0.0,0.2,1.06,0.0,1.07,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE,LOWER SADDLEBAG LAKE,07-30-1991,,,6.65,,10.56,0.44,0.01,0.26,0.19,1.25,0.0,0.19,0.17,0.0,1.07,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE,LOWER SADDLEBAG LAKE,08-30-1991,,,6.23,,10.53,0.6,0.04,0.37,0.2,1.23,0.0,0.32,0.15,0.0,1.17,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE,LOWER SADDLEBAG LAKE,08-30-1991,,,,,,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE,LOWER SADDLEBAG LAKE,07-05-1992,,,6.97,,10.6,0.56,0.06,0.31,0.2,1.44,0.0,0.24,0.25,0.0,1.12,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE,LOWER SADDLEBAG LAKE,08-11-1992,,,6.9,,10.74,0.56,0.04,0.24,0.16,1.3,0.0,0.25,0.12,0.0,1.14,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE,LOWER SADDLEBAG LAKE,09-09-1992,,,6.75,,12.46,0.59,0.01,0.27,0.22,1.41,0.0,0.19,0.04,0.0,1.24,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE,LOWER SADDLEBAG LAKE,07-15-1993,,,6.64,,9.22,0.51,0.03,0.21,0.18,1.29,0.0,0.21,0.71,0.0,0.97,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE,LOWER SADDLEBAG LAKE,08-11-1993,,,6.66,,10.53,0.54,0.01,0.25,0.18,1.23,0.0,0.19,0.07,0.0,1.14,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE,LOWER SADDLEBAG LAKE,09-25-1993,,,6.79,,9.68,0.5,0.02,0.27,0.2,1.48,0.0,0.15,0.14,0.0,1.1,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE,LOWER SADDLEBAG LAKE,06-24-1994,,,6.68,73.9,10.02,0.49,0.03,0.32,0.16,0.93,0.0,0.17,0.04,0.0,0.97,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE,LOWER SADDLEBAG LAKE,08-17-1994,,,6.25,64.9,9.33,0.45,0.01,0.22,0.15,1.04,0.0,0.16,0.13,0.0,0.89,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE,LOWER SADDLEBAG LAKE,08-17-1994,,,6.38,72.6,9.4,0.55,0.01,0.27,0.16,1.04,0.0,0.27,0.13,0.0,0.82,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE,LOWER SADDLEBAG LAKE,09-28-1994,,,6.21,67.5,9.89,0.47,0.03,0.25,0.17,1.08,0.0,0.19,0.12,0.0,0.95,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE,LOWER SADDLEBAG LAKE,07-28-1995,,,6.05,61.6,8.74,0.4,0.01,0.23,0.19,1.18,0.02,0.11,0.36,0.0,0.79,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE,LOWER SADDLEBAG LAKE,07-28-1995,,,6.1,58.9,8.81,0.4,0.01,0.23,0.19,1.17,0.02,0.11,0.44,0.0,0.77,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE,LOWER SADDLEBAG LAKE,09-16-1995,,,6.26,62.6,8.23,0.45,0.04,0.21,0.16,1.08,0.02,0.13,0.03,0.0,0.79,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE,LOWER SADDLEBAG LAKE,10-11-1995,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE,LOWER SADDLEBAG LAKE,10-11-1995,,,6.29,,7.91,0.44,0.01,0.2,0.13,1.09,0.02,0.12,0.01,0.0,0.82,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE,LOWER SADDLEBAG LAKE,06-20-1996,,,6.22,,8.44,0.44,0.01,0.24,0.16,1.08,0.02,0.15,0.85,0.0,0.86,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE,LOWER SADDLEBAG LAKE,07-11-1996,,,5.86,,8.88,0.41,0.03,0.22,0.15,0.95,0.02,0.15,0.18,0.0,0.76,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE,LOWER SADDLEBAG LAKE,07-11-1996,,,6.39,,8.82,0.42,0.01,0.22,0.15,1.02,0.02,0.15,0.17,0.0,0.78,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE,LOWER SADDLEBAG LAKE,08-15-1996,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE,LOWER SADDLEBAG LAKE,09-29-1996,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE,LOWER SADDLEBAG LAKE,07-08-1997,,,6.37,65.6,9.38,0.57,0.01,0.24,0.16,1.04,0.02,0.32,0.4,0.0,0.8,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE,LOWER SADDLEBAG LAKE,08-14-1997,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE,LOWER SADDLEBAG LAKE,08-14-1997,,,6.35,161.81,8.36,0.47,0.01,0.21,0.13,0.83,0.0,0.23,0.01,0.0,0.74,,
